Id,Label,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class
Optimization and Validation of Dual Element Ultrasound Transducers for Improved Pulse-Echo Measurements of Material Nonlinearity,Optimization and Validation of Dual Element Ultrasound Transducers for Improved Pulse-Echo Measurements of Material Nonlinearity,,192,140.586774,5,0.496375,0.553608,0.000526,1
Athlete-specific neural strategies under pressure: A fnirs pilot study,Athlete-specific neural strategies under pressure: A fnirs pilot study,,293,218.57746,5,0.52861,0.603179,0.000383,0
The right to urban streams: Quantitative comparisons of stakeholder perceptions in defining adaptive stream restoration,The right to urban streams: Quantitative comparisons of stakeholder perceptions in defining adaptive stream restoration,,157,113.681262,5,0.486622,0.537314,0,1
High Optical Transparent and Shielding Effectiveness Using Metal Mesh and Saltwater for Transparent EMI Shielding Applications,High Optical Transparent and Shielding Effectiveness Using Metal Mesh and Saltwater for Transparent EMI Shielding Applications,,110,81.211123,5,0.473941,0.514834,0.00054,1
Feature analysis of smart shoe sensors for classification of gait patterns,Feature analysis of smart shoe sensors for classification of gait patterns,,218,159.632535,5,0.507411,0.568285,0.000007,1
"Development and Evaluation of a Hybrid Walking Rehabilitation Robot, DDgo Pro","Development and Evaluation of a Hybrid Walking Rehabilitation Robot, DDgo Pro",,146,108.96265,5,0.485607,0.533305,0.000041,1
Accelerating F-doping in transparent conducting F-doped SnO2 films for electrochromic energy storage devices,Accelerating F-doping in transparent conducting F-doped SnO2 films for electrochromic energy storage devices,,220,161.732524,5,0.505867,0.567855,0.000044,1
A Back Propagation Neural Network with Double Learning Rate for PID Controller in Phase-Shifted Full-Bridge Soft-switching Power Supply,A Back Propagation Neural Network with Double Learning Rate for PID Controller in Phase-Shifted Full-Bridge Soft-switching Power Supply,,250,183.499224,5,0.51255,0.581057,0.00034,1
Colorful opaque photovoltaic modules with down-converting InP/ZnSexS1-x quantum dot layers,Colorful opaque photovoltaic modules with down-converting InP/ZnSexS1-x quantum dot layers,,208,151.906149,5,0.5,0.561154,0,1
A Fast Locking Duty Cycle Corrector with High Accuracy,A Fast Locking Duty Cycle Corrector with High Accuracy,,105,75.521577,5,0.472786,0.512471,0,1
Curvature Effect of a Phosphatidylethanolamine-Included Membrane on the Behavior of Cinnamycin on the Membrane,Curvature Effect of a Phosphatidylethanolamine-Included Membrane on the Behavior of Cinnamycin on the Membrane,,126,90.920971,5,0.47549,0.520561,0,1
A preprocessing strategy for denoising of speech data based on speech segment detection,A preprocessing strategy for denoising of speech data based on speech segment detection,,185,135.88155,5,0.494898,0.551131,0.000373,1
Hierarchical Model for Long-Length Video Summarization with Adversarially Enhanced Audio/Visual Features,Hierarchical Model for Long-Length Video Summarization with Adversarially Enhanced Audio/Visual Features,,178,129.449881,5,0.492594,0.547093,0.000066,1
The JSNS2data acquisition system,The JSNS2data acquisition system,,315,235.138579,4,0.536406,0.613545,0.000335,3
Geometric case based reasoning for stock market prediction,Geometric case based reasoning for stock market prediction,,216,158.075325,4,0.508075,0.567941,0.00001,1
A comprehensive analyses of intrusion detection system for IoT environment,A comprehensive analyses of intrusion detection system for IoT environment,,251,185.467936,4,0.516874,0.583405,0.000469,1
Ultimate compressive strength of stiffened panel: An empirical formulation for flat-bar type,Ultimate compressive strength of stiffened panel: An empirical formulation for flat-bar type,,171,124.881667,5,0.491762,0.544444,0.000016,1
High Optical Visibility and Shielding Effectiveness Metal Mesh Film for Microwave Oven Application,High Optical Visibility and Shielding Effectiveness Metal Mesh Film for Microwave Oven Application,,319,237.126406,4,0.539889,0.616481,0.001549,3
Anti-inflammatory properties of mineral-balanced deep sea water in in-vitro and in-vivo models of inflamed intestinal epithelium,Anti-inflammatory properties of mineral-balanced deep sea water in in-vitro and in-vivo models of inflamed intestinal epithelium,,218,159.222363,5,0.504114,0.566523,0,1
Amylosucrase-modified waxy potato starches recrystallized with amylose: The role of amylopectin chain length in formation of low-digestible fractions,Amylosucrase-modified waxy potato starches recrystallized with amylose: The role of amylopectin chain length in formation of low-digestible fractions,,181,132.20903,5,0.494688,0.549384,0.000851,1
Bottom-line mechanism of organochlorine pesticides on mitochondria dysfunction linked with type 2 diabetes,Bottom-line mechanism of organochlorine pesticides on mitochondria dysfunction linked with type 2 diabetes,,238,175.6701,4,0.510079,0.57553,0.000001,1
Response correction factor of load carrying capacity on railway bridge using test/commercially operating train,Response correction factor of load carrying capacity on railway bridge using test/commercially operating train,,76,54.686347,5,0.463191,0.496936,0.000002,1
Collagen extract derived from yeonsan ogye chicken increases bone microarchitecture by suppressing the RANKL/OPG ratio via the JNK signaling pathway,Collagen extract derived from yeonsan ogye chicken increases bone microarchitecture by suppressing the RANKL/OPG ratio via the JNK signaling pathway,,91,66.792755,5,0.469166,0.505813,0.000461,1
Acoustofluidic microdevice for precise control of pressure nodal positions,Acoustofluidic microdevice for precise control of pressure nodal positions,,218,161.280637,5,0.504551,0.566495,0.000195,1
Distributed denial of service attacks and its defenses in IoT: a survey,Distributed denial of service attacks and its defenses in IoT: a survey,,199,145.848839,5,0.498501,0.557503,0.00062,1
Development of an intelligent information index model for local government in South Korea,Development of an intelligent information index model for local government in South Korea,,208,152.549631,5,0.502157,0.562371,0.000572,1
Convection and the Extracellular Matrix Dictate Inter- And Intra-Biofilm Quorum Sensing Communication in Environmental Systems,Convection and the Extracellular Matrix Dictate Inter- And Intra-Biofilm Quorum Sensing Communication in Environmental Systems,,308,231.165057,4,0.532479,0.609178,0.002369,7
Economic analysis of integrated ground source heat pumps on a shared ground loop,Economic analysis of integrated ground source heat pumps on a shared ground loop,,215,158.612719,5,0.502591,0.564533,0.000352,1
Effect of wheat germ on metabolic markers: a systematic review and meta-analysis of randomized controlled trials,Effect of wheat germ on metabolic markers: a systematic review and meta-analysis of randomized controlled trials,,198,144.572729,5,0.498501,0.557145,0.00007,1
Gold Nanoparticle-Enhanced and Roll-to-Roll Nanoimprinted LSPR Platform for Detecting Interleukin-10,Gold Nanoparticle-Enhanced and Roll-to-Roll Nanoimprinted LSPR Platform for Detecting Interleukin-10,,88,63.176889,5,0.467846,0.50388,0.000094,1
Design of Semantic-Based Colorization of Graphical User Interface Through Conditional Generative Adversarial Nets,Design of Semantic-Based Colorization of Graphical User Interface Through Conditional Generative Adversarial Nets,,163,119.785114,4,0.489076,0.540163,0.000433,1
A study on thermal and flow characteristics of an injection mold using a detachable core module with embedded heating,A study on thermal and flow characteristics of an injection mold using a detachable core module with embedded heating,,118,85.157314,5,0.47549,0.51827,0,1
Ultra-low-power implantable medical devices: Optical wireless communication approach,Ultra-low-power implantable medical devices: Optical wireless communication approach,,239,176.633007,5,0.509632,0.57626,0.000171,1
Penetration depth of high-velocity projectiles for geomaterials through an empirical equation,Penetration depth of high-velocity projectiles for geomaterials through an empirical equation,,143,103.706618,5,0.482988,0.530727,0.001559,1
Design of Low-Power SoC for Wearable Healthcare Device,Design of Low-Power SoC for Wearable Healthcare Device,,38,27.151932,5,0.454333,0.478966,0.000004,1
Liquid metal embedded real time microfluidic flow pressure monitoring sensor,Liquid metal embedded real time microfluidic flow pressure monitoring sensor,,320,238.994328,4,0.538141,0.615836,0.001712,1
Foreign object detection in actuating part of turnout using structural similarity index,Foreign object detection in actuating part of turnout using structural similarity index,,175,126.909469,5,0.493011,0.546836,0.000035,1
"Eco-friendly synthesis of ZnO nanorods using Cycas pschannae plant extract with excellent photocatalytic, antioxidant, and anticancer nanomedicine for lung cancer treatment","Eco-friendly synthesis of ZnO nanorods using Cycas pschannae plant extract with excellent photocatalytic, antioxidant, and anticancer nanomedicine for lung cancer treatment",,199,147.022534,5,0.496375,0.556071,0.000316,1
Directional bending sensor based on triangular shaped fiber bragg gratings,Directional bending sensor based on triangular shaped fiber bragg gratings,,173,125.975411,5,0.495319,0.547308,0.00073,1
Adherence detector using canny edge detector,Adherence detector using canny edge detector,,253,186.354094,5,0.516874,0.584178,0.000002,1
Optically Transparent Wideband Dipole and Patch External Antennas Using Metal Mesh for UHD TV Applications,Optically Transparent Wideband Dipole and Patch External Antennas Using Metal Mesh for UHD TV Applications,,262,193.94357,4,0.521038,0.588989,0.000412,1
Effects of quorum quenching on temporal succession of activated sludge microbial community in a membrane bioreactor,Effects of quorum quenching on temporal succession of activated sludge microbial community in a membrane bioreactor,,213,156.700008,5,0.506969,0.566423,0.000098,1
A multi-level adaptive mesh refinement for an integrated finite element/level set formulation to simulate multiphase flows with surface tension,A multi-level adaptive mesh refinement for an integrated finite element/level set formulation to simulate multiphase flows with surface tension,,154,112.055224,5,0.48581,0.535739,0,1
Analysis of urban flood inundation patterns according to rainfall intensity using a rainfall simulator in the Sadang area of South Korea,Analysis of urban flood inundation patterns according to rainfall intensity using a rainfall simulator in the Sadang area of South Korea,,131,97.741459,5,0.481191,0.525859,0.000055,1
Unequally Sub-Connected Architecture for Hybrid Beamforming in Massive MIMO Systems,Unequally Sub-Connected Architecture for Hybrid Beamforming in Massive MIMO Systems,,36,25.903549,5,0.451863,0.47646,0.000004,1
Two-Step Plasma Treatment on Copper Surface for Low-Temperature Cu Thermo-Compression Bonding,Two-Step Plasma Treatment on Copper Surface for Low-Temperature Cu Thermo-Compression Bonding,,232,170.559592,5,0.506527,0.572251,0.000279,1
Inhibitory effect of Centella asiatica extract on DNCB-induced atopic dermatitis in HaCaT cells and BALB/c mice,Inhibitory effect of Centella asiatica extract on DNCB-induced atopic dermatitis in HaCaT cells and BALB/c mice,,233,171.298029,5,0.508741,0.573511,0.000121,1
A Chromone-Based Fluorescent Chemosensor for Detecting Cu2+,A Chromone-Based Fluorescent Chemosensor for Detecting Cu2+,,208,151.863078,5,0.503025,0.5626,0.000001,1
Building occupants' psycho-physiological response to indoor climate and CO2 concentration changes in office buildings,Building occupants' psycho-physiological response to indoor climate and CO2 concentration changes in office buildings,,169,124.031071,5,0.489281,0.542612,0.000837,1
Molecularly Imprinted Polyaniline Nanowire-Based Electrochemical Biosensor for Chloramphenicol Detection: A Kinetic Study of Aniline Electropolymerization,Molecularly Imprinted Polyaniline Nanowire-Based Electrochemical Biosensor for Chloramphenicol Detection: A Kinetic Study of Aniline Electropolymerization,,84,60.421259,5,0.467846,0.50242,0.001616,1
A combined network control approach for the edge cloud and LPWAN-based IoT services,A combined network control approach for the edge cloud and LPWAN-based IoT services,,168,122.347183,5,0.48887,0.541896,0,1
Unsupervised moving object detection through background models for PTZ camera,Unsupervised moving object detection through background models for PTZ camera,,172,125.429416,5,0.491762,0.544802,0.001531,1
Fabrication of electrically conductive patterns on abs polymer using low-pressure cold spray and electroless plating,Fabrication of electrically conductive patterns on abs polymer using low-pressure cold spray and electroless plating,,137,99.827491,5,0.480595,0.527291,0.000347,1
Wider-Bandwidth Operation of IEEE 802.11 for Extremely High Throughput: Challenges and Solutions for Flexible Puncturing,Wider-Bandwidth Operation of IEEE 802.11 for Extremely High Throughput: Challenges and Solutions for Flexible Puncturing,,154,111.564391,5,0.485607,0.535739,0.000444,1
Detection of korea license plate by mask r-cnn using composite image,Detection of korea license plate by mask r-cnn using composite image,,154,111.568378,5,0.486216,0.53624,0.000001,1
Foreign bank’s acquisition strategy and the business approach of domestic bank: A case of standard chartered bank,Foreign bank’s acquisition strategy and the business approach of domestic bank: A case of standard chartered bank,,248,183.338802,5,0.51255,0.580241,0.001195,1
The relationship between fiscal decentralization and trust in government: evidence from the South Korean case,The relationship between fiscal decentralization and trust in government: evidence from the South Korean case,,156,114.044844,5,0.48581,0.536455,0.000376,1
Online data-driven energy management of a hybrid electric vehicle using model-based Q-learning,Online data-driven energy management of a hybrid electric vehicle using model-based Q-learning,,63,45.250851,5,0.461722,0.491681,0.000063,1
Overall Torque Ripple Reduction by Constant Band Hysteresis Current Controller with Back EMF Phase Shift Error Compensator in BLDC Motor Drive,Overall Torque Ripple Reduction by Constant Band Hysteresis Current Controller with Back EMF Phase Shift Error Compensator in BLDC Motor Drive,,241,177.510722,5,0.510302,0.577191,0.000001,1
Shift-And-Decorrelate Lifting: CAMRA for Lossless Intra Frame CFA Video Compression,Shift-And-Decorrelate Lifting: CAMRA for Lossless Intra Frame CFA Video Compression,,265,195.652521,4,0.519875,0.589204,0.000637,1
A Robust Frequency-Adaptive Current Control of a Grid-Connected Inverter Based on LMI-LQR under Polytopic Uncertainties,A Robust Frequency-Adaptive Current Control of a Grid-Connected Inverter Based on LMI-LQR under Polytopic Uncertainties,,193,141.81322,4,0.50043,0.556271,0.000269,1
3D printing of bio-based polycarbonate and its potential applications in ecofriendly indoor manufacturing,3D printing of bio-based polycarbonate and its potential applications in ecofriendly indoor manufacturing,,171,125.165357,5,0.490932,0.544187,0.000398,1
Design guidelines for the striker and transfer flange of a split Hopkinson tension bar and the origin of spurious waves,Design guidelines for the striker and transfer flange of a split Hopkinson tension bar and the origin of spurious waves,,307,229.089936,5,0.5337,0.609737,0.000403,3
The effects of a physical inactivity-related health risk message intervention on changes in risk perceptions and physical activity in middle-aged women,The effects of a physical inactivity-related health risk message intervention on changes in risk perceptions and physical activity in middle-aged women,,197,144.429903,5,0.498288,0.556257,0.000575,1
Comparison of heat-pipe cooling system design processes in railway propulsion inverter considering power module reliability,Comparison of heat-pipe cooling system design processes in railway propulsion inverter considering power module reliability,,109,78.972699,5,0.474328,0.514762,0.000267,1
Synthesis of Heteroatom Rh-ReOx Atomically Dispersed Species on Al2O3 and Their Tunable Catalytic Reactivity in Ethylene Hydroformylation,Synthesis of Heteroatom Rh-ReOx Atomically Dispersed Species on Al2O3 and Their Tunable Catalytic Reactivity in Ethylene Hydroformylation,,75,54.004151,5,0.46393,0.497222,0.000276,1
"Influence of ripening stage and cultivar on physicochemical properties, sugar and organic acid profiles, and antioxidant compositions of strawberries","Influence of ripening stage and cultivar on physicochemical properties, sugar and organic acid profiles, and antioxidant compositions of strawberries",,165,119.539886,5,0.489899,0.541438,0.000001,1
CIoT-Net: a scalable cognitive IoT based smart city network architecture,CIoT-Net: a scalable cognitive IoT based smart city network architecture,,118,85.492795,5,0.476658,0.518528,0.000396,1
Synergistic mechanisms of Sanghuang–Danshen phytochemicals on postprandial vascular dysfunction in healthy subjects: A network biology approach based on a clinical trial,Synergistic mechanisms of Sanghuang–Danshen phytochemicals on postprandial vascular dysfunction in healthy subjects: A network biology approach based on a clinical trial,,107,78.317351,5,0.472403,0.512758,0.000117,1
Creativity and simultaneous interpretation—the two shall never meet?,Creativity and simultaneous interpretation—the two shall never meet?,,173,126.586986,5,0.490932,0.544974,0.00006,1
Non-isothermal simulation of a two-lumen catheter tubing extrusion for a die design,Non-isothermal simulation of a two-lumen catheter tubing extrusion for a die design,,112,81.027225,5,0.475102,0.516266,0.000218,1
Evaluation of RANS k – ε calculations for turbulent stably stratified layers based on GEMIX experiments using the CUPID code,Evaluation of RANS k – ε calculations for turbulent stably stratified layers based on GEMIX experiments using the CUPID code,,177,128.805765,5,0.491139,0.546191,0.002646,1
Two-dimensional indexing to provide one-integrated-memory view of distributed memory for a massively-parallel search engine,Two-dimensional indexing to provide one-integrated-memory view of distributed memory for a massively-parallel search engine,,320,238.363259,5,0.537396,0.615607,0.000036,3
Optimization of experimental conditions and measurement of oxygen consumption rate (OCR) in zebrafish embryos exposed to organophosphate flame retardants (OPFRs),Optimization of experimental conditions and measurement of oxygen consumption rate (OCR) in zebrafish embryos exposed to organophosphate flame retardants (OPFRs),,243,178.912712,5,0.512099,0.578451,0.000021,1
Selection of CMIP5 multi-model ensemble for the projection of spatial and temporal variability of rainfall in peninsular Malaysia,Selection of CMIP5 multi-model ensemble for the projection of spatial and temporal variability of rainfall in peninsular Malaysia,,100,73.595583,5,0.471446,0.510037,0.000029,1
Spatial distribution of secular trends in rainfall indices of Peninsular Malaysia in the presence of long-term persistence,Spatial distribution of secular trends in rainfall indices of Peninsular Malaysia in the presence of long-term persistence,,204,149.300246,5,0.499571,0.559651,0.000041,1
Nitrogen passivation formation on Cu surface by Ar–N2 plasma for Cu-to-Cu wafer stacking application,Nitrogen passivation formation on Cu surface by Ar–N2 plasma for Cu-to-Cu wafer stacking application,,56,41.285137,5,0.458268,0.487342,0.000222,1
Development of a High Power Density GaN-based Transistor Low-Voltage High-Current Phase-Shift Full-Bridge Current Doubler Converter for Electric Vehicles,Development of a High Power Density GaN-based Transistor Low-Voltage High-Current Phase-Shift Full-Bridge Current Doubler Converter for Electric Vehicles,,125,90.47123,5,0.47921,0.522852,0,1
Expression Profiles and Post-Translational Modifications of Phosphoenolpyruvate Carboxylase Isozymes of Bienertia sinuspersici during Leaf Development,Expression Profiles and Post-Translational Modifications of Phosphoenolpyruvate Carboxylase Isozymes of Bienertia sinuspersici during Leaf Development,,27,19.364123,5,0.450813,0.473024,0,1
Adaptive job allocation scheduler based on usage pattern for computing offloading of IoT,Adaptive job allocation scheduler based on usage pattern for computing offloading of IoT,,141,102.370618,5,0.480595,0.528436,0.000687,1
Evaluation of empirical reference evapotranspiration models using compromise programming: A case study of Peninsular Malaysia,Evaluation of empirical reference evapotranspiration models using compromise programming: A case study of Peninsular Malaysia,,31,23.529155,5,0.449247,0.473024,0.000743,1
A high-throughput and power-efficient fpga implementation of yolo cnn for object detection,A high-throughput and power-efficient fpga implementation of yolo cnn for object detection,,73,52.708632,5,0.463376,0.49622,0.001547,1
Fabrication of Conductive Patterns on 3D Printed Structure Using Photo-Polymerization Technology,Fabrication of Conductive Patterns on 3D Printed Structure Using Photo-Polymerization Technology,,101,72.521024,5,0.470874,0.509822,0.003019,1
Static hydrothermal processing and fractionation for production of a collagen peptide with anti-oxidative and anti-aging properties,Static hydrothermal processing and fractionation for production of a collagen peptide with anti-oxidative and anti-aging properties,,46,33.835048,5,0.455399,0.482188,0.000173,1
Nitrate reduction on surface of Pd/Sn catalysts supported by coal fly ash-derived zeolites,Nitrate reduction on surface of Pd/Sn catalysts supported by coal fly ash-derived zeolites,,156,113.44895,5,0.486216,0.536813,0.001531,1
Changing characteristics of meteorological droughts in Nigeria during 1901–2010,Changing characteristics of meteorological droughts in Nigeria during 1901–2010,,212,156.467697,5,0.502591,0.563803,0.000079,1
A framework for improving reliability of water distribution systems based on a segment-based minimum cut-set approach,A framework for improving reliability of water distribution systems based on a segment-based minimum cut-set approach,,88,63.83713,5,0.469355,0.505097,0.000135,1
High-efficiency soft-switching step-up DC-DC converter derived from a synchronous boost converter,High-efficiency soft-switching step-up DC-DC converter derived from a synchronous boost converter,,230,168.643571,5,0.51075,0.573726,0.000323,1
Percolation effect of V 2 O 5 nanorod/graphene oxide nanocomposite films for stable fast-switching electrochromic performances,Percolation effect of V 2 O 5 nanorod/graphene oxide nanocomposite films for stable fast-switching electrochromic performances,,375,282.387501,4,0.557471,0.642182,0.000021,3
A Charge Balanced Neural Stimulator Using Chopped Anodic Pulse Control,A Charge Balanced Neural Stimulator Using Chopped Anodic Pulse Control,,82,59.180553,5,0.467095,0.501131,0,1
Quality characteristics and biological activities of jeolpyeon added with rice bran,Quality characteristics and biological activities of jeolpyeon added with rice bran,,258,192.968983,4,0.517104,0.585624,0.000415,1
How much value do people place on preserving the Seocheon coastal wetland in South Korea?,How much value do people place on preserving the Seocheon coastal wetland in South Korea?,,50,35.603196,5,0.457727,0.485338,0,1
Optimization method of implantable receiver for magnetic resonant wireless power transfer between wearable on-body and implantable in-body,Optimization method of implantable receiver for magnetic resonant wireless power transfer between wearable on-body and implantable in-body,,80,58.482404,5,0.465228,0.499656,0.000388,1
Experimental and Modeling Study of Vapor Liquid Equilibrium for a Methyldiethanolamine-CO2-H2S-Water Quaternary System Using Activity Coefficient Models with Corrected Equilibrium Constants,Experimental and Modeling Study of Vapor Liquid Equilibrium for a Methyldiethanolamine-CO2-H2S-Water Quaternary System Using Activity Coefficient Models with Corrected Equilibrium Constants,,256,190.044754,4,0.516415,0.584479,0.000328,1
Reformation of the surface of powdered activated carbon (PAC) using covalent organic polymers (COPs) and synthesis of a Prussian blue impregnated adsorbent for the decontamination of radioactive cesium,Reformation of the surface of powdered activated carbon (PAC) using covalent organic polymers (COPs) and synthesis of a Prussian blue impregnated adsorbent for the decontamination of radioactive cesium,,33,24.014693,5,0.452214,0.475888,0.001408,1
Technical evaluation method for physical property changes due to environmental degradation of grout-injection repair materials for water-leakage cracks,Technical evaluation method for physical property changes due to environmental degradation of grout-injection repair materials for water-leakage cracks,,69,52.472833,5,0.465042,0.496148,0.000015,1
Evolutionary Game Approach to Uplink NOMA Random Access Systems,Evolutionary Game Approach to Uplink NOMA Random Access Systems,,258,190.052368,4,0.519875,0.587271,0.000003,1
Dynamic Strain Aging and Serration Behavior of Three High-Manganese Austenitic Steels,Dynamic Strain Aging and Serration Behavior of Three High-Manganese Austenitic Steels,,292,218.772572,5,0.525983,0.601074,0.0017,1
Supervised machine-learning predictive analytics for national quality of life scoring,Supervised machine-learning predictive analytics for national quality of life scoring,,247,181.127694,4,0.515729,0.581544,0.000007,1
Role of non-electrostatic forces in antimicrobial potency of a dengue-virus derived fusion peptide VG16KRKP: Mechanistic insight into the interfacial peptide-lipid interactions,Role of non-electrostatic forces in antimicrobial potency of a dengue-virus derived fusion peptide VG16KRKP: Mechanistic insight into the interfacial peptide-lipid interactions,,284,210.640188,5,0.525034,0.597995,0.000264,1
Hydrogen reduction behavior and microstructural characteristics of WO3 and WO3-NiO powders,Hydrogen reduction behavior and microstructural characteristics of WO3 and WO3-NiO powders,,128,92.555757,5,0.477245,0.522423,0,1
Multilevel learning based modeling for link prediction and users’ consumption preference in Online Social Networks,Multilevel learning based modeling for link prediction and users’ consumption preference in Online Social Networks,,20,14.658766,5,0.446662,0.467655,0.000022,1
A fluorescent and colorimetric Schiff base chemosensor for the detection of Zn2+ and Cu2+: Application in live cell imaging and colorimetric test kit,A fluorescent and colorimetric Schiff base chemosensor for the detection of Zn2+ and Cu2+: Application in live cell imaging and colorimetric test kit,,86,61.739967,5,0.467095,0.502806,0,1
Characterization of Copper Complex Paste: Manufacture of Thin Cu-Seed Films on Alumina Substrates,Characterization of Copper Complex Paste: Manufacture of Thin Cu-Seed Films on Alumina Substrates,,137,99.461807,5,0.482988,0.528336,0.000021,1
Residential consumers' willingness to Pay Price Premium for renewable heat in South Korea,Residential consumers' willingness to Pay Price Premium for renewable heat in South Korea,,215,157.265673,5,0.504333,0.565951,0.000001,1
Vitamin C activates osteoblastogenesis and inhibits osteoclastogenesis via Wnt/β-catenin/ATF4 signaling pathways,Vitamin C activates osteoblastogenesis and inhibits osteoclastogenesis via Wnt/β-catenin/ATF4 signaling pathways,,101,73.193694,5,0.470683,0.509679,0.00002,1
A simple hydrazine-based probe bearing anthracene moiety for the highly selective detection of hypochlorite,A simple hydrazine-based probe bearing anthracene moiety for the highly selective detection of hypochlorite,,125,90.467519,5,0.478029,0.521993,0,1
"Phase-controlled SnO2 and SnO growth by atomic layer deposition using Bis(N-ethoxy-2,2-dimethyl propanamido)tin precursor","Phase-controlled SnO2 and SnO growth by atomic layer deposition using Bis(N-ethoxy-2,2-dimethyl propanamido)tin precursor",,241,177.215413,5,0.512775,0.578351,0.000024,1
Inhibitory Effect of Lupeol on MMPs Expression using Aged Fibroblast through Repeated UVA Irradiation,Inhibitory Effect of Lupeol on MMPs Expression using Aged Fibroblast through Repeated UVA Irradiation,,132,95.58028,5,0.479604,0.5248,0.001531,1
Personalized smart home audio system with automatic music selection based on emotion,Personalized smart home audio system with automatic music selection based on emotion,,120,86.441944,5,0.478422,0.520848,0.000141,1
Determination of Fe2+ and Co2+ by a Multiple-Target Colorimetric Chemosensor with Low Detection Limit in Aqueous Solution,Determination of Fe2+ and Co2+ by a Multiple-Target Colorimetric Chemosensor with Low Detection Limit in Aqueous Solution,,189,138.113776,5,0.496587,0.552892,0.000085,1
Improvement of high temperature mechanical properties of Ni-based oxide dispersion strengthened alloys by preferential formation of Y-Ti-O complex oxide,Improvement of high temperature mechanical properties of Ni-based oxide dispersion strengthened alloys by preferential formation of Y-Ti-O complex oxide,,161,117.571429,5,0.48805,0.539533,0.000014,1
Democratization and museum policy in South Korea,Democratization and museum policy in South Korea,,146,107.005115,5,0.482787,0.530985,0.000448,1
Underwater Localization using Received Signal Strength of Electromagnetic Wave with Obstacle Penetration Effects,Underwater Localization using Received Signal Strength of Electromagnetic Wave with Obstacle Penetration Effects,,111,80.670734,5,0.472978,0.514404,0.000225,1
The effect of different membranes on the performance of aqueous organic redox flow battery using methyl viologen and TEMPOL redox couple,The effect of different membranes on the performance of aqueous organic redox flow battery using methyl viologen and TEMPOL redox couple,,264,195.825262,4,0.519875,0.589061,0.001402,1
Automatic stepwise load adjustment system for upper-body strength exercise,Automatic stepwise load adjustment system for upper-body strength exercise,,149,107.554103,5,0.48359,0.532746,0.000001,1
Development of a coloring method for P2P1 finite element for parallel computation of ILU preconditioner,Development of a coloring method for P2P1 finite element for parallel computation of ILU preconditioner,,147,107.497131,5,0.483791,0.532059,0.000114,1
"Comparison of tilting, jumping, and accelerated mouse as new mouse interactions for wide display","Comparison of tilting, jumping, and accelerated mouse as new mouse interactions for wide display",,167,121.590684,5,0.490518,0.54244,0.000319,1
Edge detection based-on U-net using edge classification CNN,Edge detection based-on U-net using edge classification CNN,,346,259.123474,4,0.544434,0.62679,0.000096,3
Crystallinity control effects on vanadium oxide films for enhanced electrochromic performances [전기변색 성능 향상을 위한 바나듐산화물 막의 결정성 제어 효과],Crystallinity control effects on vanadium oxide films for enhanced electrochromic performances [전기변색 성능 향상을 위한 바나듐산화물 막의 결정성 제어 효과],,198,144.589982,5,0.498928,0.557116,0.001161,1
Indoor distribution characteristics of airborne bacteria in pig buildings as influenced by season and housing type,Indoor distribution characteristics of airborne bacteria in pig buildings as influenced by season and housing type,,223,164.245329,5,0.506969,0.56996,0.000988,1
"A visible chemosensor based on carbohydrazide for Fe(ii), Co(ii) and Cu(ii) in aqueous solution","A visible chemosensor based on carbohydrazide for Fe(ii), Co(ii) and Cu(ii) in aqueous solution",,149,108.459292,5,0.484395,0.533448,0.00026,1
Observer-based active roll preview control with V2V communication,Observer-based active roll preview control with V2V communication,,157,114.696482,5,0.486826,0.537529,0.000308,1
Effect of RE3+ on structural evolution of rare-earth carbonates synthesized by facile hydrothermal treatment,Effect of RE3+ on structural evolution of rare-earth carbonates synthesized by facile hydrothermal treatment,,11,8.22774,5,0.427784,0.449427,0.000225,1
Does combined heat and power mitigate CO 2 emissions? A cross-country analysis,Does combined heat and power mitigate CO 2 emissions? A cross-country analysis,,201,147.552337,5,0.5,0.558935,0.000194,1
Effects of mold heat transfer coefficient on numerical simulation of injection molding,Effects of mold heat transfer coefficient on numerical simulation of injection molding,,118,87.525795,5,0.477441,0.519487,0.000041,1
Fluid black holes with electric field,Fluid black holes with electric field,,32,22.998343,5,0.449247,0.473167,0.000011,0
Selective Timewarp Based on Embedded Motion Vectors for Interactive Cloud Virtual Reality,Selective Timewarp Based on Embedded Motion Vectors for Interactive Cloud Virtual Reality,,81,58.106576,5,0.465973,0.500444,0.00306,1
A highly-integrated low-noise MICS band receiver RF front-end IC with AC-Coupled current mirror amplifier,A highly-integrated low-noise MICS band receiver RF front-end IC with AC-Coupled current mirror amplifier,,202,148.571088,5,0.499142,0.55872,0.000019,1
Analysis of improvement effect of rail design standard for high speed application of existing rail lines,Analysis of improvement effect of rail design standard for high speed application of existing rail lines,,1,0.700356,1,1,1,0,8
Entire-spray mixing characteristics over time after the start of the injection using an image-processing technique for high-speed captured images Of Cr-Di fuel sprays,Entire-spray mixing characteristics over time after the start of the injection using an image-processing technique for high-speed captured images Of Cr-Di fuel sprays,,1,0.700356,1,1,1,0,8
Enhanced proton conductivity of Gd–Co bi-doped barium cerate perovskites based on structural and microstructural investigations,Enhanced proton conductivity of Gd–Co bi-doped barium cerate perovskites based on structural and microstructural investigations,,76,54.784258,5,0.465414,0.498511,0,1
