id,cluster
"Effects of lactobacillus plantarum Q180 on postprandial lipid levels and intestinal environment: A double-blind, randomized, placebo-controlled, parallel trial",11
Carbon supported palladium-copper bimetallic catalysts for promoting electrochemical oxidation of formic acid and its utilization in direct formic acid fuel cells,2
Atomic layer deposition of AlGaN on GaN and current transport mechanism in AlGaN/GaN schottky diodes,4
Economic benefits of introducing LNG-fuelled ships for imported flour in South Korea,9
Multi-frame based homography estimation for video stitching in static camera environments,3
Investigation of phases and chemical states of tin titanate films grown by atomic layer deposition,4
Tabulated solutions of stress intensity factor and elastic crack opening displacement for elbow joints with practical through-wall cracks,8
3D printing of bio-based polycarbonate and its potential applications in ecofriendly indoor manufacturing,7
A Proposal of IoT Message-Oriented Service Framework for Serverless Software Architecture,10
Machine Learning-Based Intrusion Detection System for Smart City,10
A Development of Advanced Communication Platform (ACP) Using Web-AR,10
Blockchain Based Integrated Authentication System,10
Collective viscosity model for shear thinning polymeric materials,0
Cognitive Science-Based Security Framework in Consumer Electronics,14
Efficient valuation of a variable annuity contract with a surrender option,12
"Development and structure-activity relationship study of SHP2 inhibitor containing 3,4,6-trihydroxy-5-oxo-5H-benzo[7]annulene",11
Analysis of interactions between cinnamycin and biomimetic membranes,0
Automated procedure for estimating VS30 utilizing P-wave seismograms and its application to Japan,3
Active Balancing Control for Unmanned Bicycle Using Scissored-pair Control Moment Gyroscope,5
"Versatile biotechnological applications of amylosucrase, a novel glucosyltransferase",12
A family of ZVT DC-DC converters with low-voltage ringing,5
Compact Wideband Internal Antenna Using Epsilon Negative Zeroth-Order Resonator With CPWG-Fed for UHD-TV Applications,6
Lithium storage kinetics of highly conductive F-doped SnO2 interfacial layer on lithium manganese oxide surface,4
A Low-Cost and High-Throughput FPGA Implementation of the Retinex Algorithm for Real-Time Video Enhancement,13
Design guidelines for the striker and transfer flange of a split Hopkinson tension bar and the origin of spurious waves,6
Reliable Blockchain Based Stochastic Game System,10
Deep Learning Based IoT Re-authentication for Botnet Detection and Prevention,12
Performance evaluation of laser shock micro-patterning process on aluminum surface with various process parameters and loading schemes,7
Cognitive scenario generation computing in the Internet of things for enterprise information systems,3
Automatic design of 3D lightweight structures based on finite element mesh,7
The effects of a physical inactivity-related health risk message intervention on changes in risk perceptions and physical activity in middle-aged women,11
Dual deep learning networks based load forecasting with partial real-time information and its application to system marginal price prediction,5
"Direct electrochemistry of lactate dehydrogenase in aqueous solution system containing L(+)-lactic acid, Î²-nicotinamide adenine dinucleotide, and its reduced form",12
Ultrathin Atomic Layer-Deposited CeO2 Overlayer for High-Performance Fuel Cell Electrodes,4
How climate scenarios alter future predictions of field-scale water and nitrogen dynamics and crop yields,1
High performance yeast-based microbial fuel cells by surfactant-mediated gold nanoparticles grown atop a carbon felt anode,2
Micro-patterned membranes with enzymatic quorum quenching activity to control biofouling in an MBR for wastewater treatment,2
Comparison of heat-pipe cooling system design processes in railway propulsion inverter considering power module reliability,8
Rapid and precise characterization of sub-Âµm surface defects using laser scatterometer devising a polygonal-shaped waveguide with double-slit aperture,13
Synthesis of Heteroatom Rh-ReOx Atomically Dispersed Species on Al2O3 and Their Tunable Catalytic Reactivity in Ethylene Hydroformylation,2
A novel thiophene-based fluorescent chemosensor for the detection of Zn2+ and Cn: Imaging applications in live cells and Zebrafish,12
Analysing the dynamics of technological convergence using a co-classification approach: a case of healthcare services,14
Light-weight design of automotive shock tower mounting bracket by using computer aided engineering,8
Enhancement of motion feedback latency for wireless virtual reality in IEEE 802.11 WLANs,3
Effect of one way reinforced concrete slab characteristics on structural response under blast loading,8
Commutation Torque Ripple Minimization for Three Phase BLDC Motor Drive using A Simple PWM Scheme Reliable to Motor Parameter Variation,5
Power Efficiency Analysis of a Three-phase Inverter for a BLDC Motor Drive with Varying Speeds and Load Torques,5
"Analysis of Torque Ripple and its Peak Value, if any Phase Current Shift error, for BLDC Motor Drive",12
Evaluating the spatiotemporal characteristics of agricultural drought in bangladesh using effective drought index,1
Modifications of structural and optical properties of copper oxide thin films by thermal annealing,4
Renewable energy generation assessment in terms of small-signal stability,5
Spatial shift of aridity and its impact on land use of Syria,1
Case study: Effectiveness of a sketch learning model for engineering students,14
Inertial focusing in a parallelogram profiled microchannel over a range of aspect ratios,12
Influence of surface water bodies on the land surface temperature of Bangladesh,1
An optimal purchase decision of reusable packaging in the automotive industry,9
Facile fabrication and photocatalytic activity of Ag/AgI/rGO films,4
Oil leakage evaluation for selection of emulsion-based non-curable synthetic polymer rubberized gel (ENC-SPRG) as waterproofing material in underground structures,8
"Classifying achievements and interests, usefulness types in science and an investigation of influencing factors",14
Hybrid marketing channel strategies of a manufacturer in a supply chain: game theoretical and numerical approaches,9
Effects of laser parameters on morphological change and surface properties of aluminum alloy in masked laser surface texturing,7
"Author Correction: Synthesis of MgAC-Fe3O4/TiO2 hybrid nanocomposites via sol-gel chemistry for water treatment by photo-Fenton and photocatalytic reactions (Scientific Reports, (2019), 9, 1, (11855), 10.1038/s41598-019-48398-5)",12
Enhanced immobilization of Prussian blue through hydrogel formation by polymerization of acrylic acid for radioactive cesium adsorption,2
A selective sulphur-containing colorimetric chemosensor for Cu2+,12
Fabrication of anisotropic wetting surface with asymmetric structures using geometrical similarity and capillary force,7
"Layered composite membranes based on porous PVDF coated with a thin, dense PBI layer for vanadium redox flow batteries",2
"Mononuclear manganese(III) complex with a monodeprotonated N-(2-pyridylmethyl)iminodiisopropanol ligand: synthesis, crystal structure, and catalytic properties",2
The efficient mixed matrix antifouling membrane for surfactant stabilized oil-in-water nanoemulsion separation,2
A parallel team formation approach using crowd intelligence from social network,14
"Influence of ripening stage and cultivar on physicochemical properties, sugar and organic acid profiles, and antioxidant compositions of strawberries",12
Development of a fully automated desktop chemical vapor deposition system for programmable and controlled carbon nanotube growth,7
Synthesis of MgAC-Fe3O4/TiO2 hybrid nanocomposites via sol-gel chemistry for water treatment by photo-Fenton and photocatalytic reactions,12
Integration and Boost of a Read-Modify-Write Module in Phase Change Memory System,10
CIoT-Net: a scalable cognitive IoT based smart city network architecture,10
Internal fork-shaped wideband monopole antenna with a parasitic sleeve for ultra-high-definition television applications,6
Pneumatic actuator and flexible piezoelectric sensor for soft virtual reality glove system,12
Synergistic mechanisms of Sanghuang_anshen phytochemicals on postprandial vascular dysfunction in healthy subjects: A network biology approach based on a clinical trial,11
Process and characterization of photo-definable organic_norganic dielectric for wafer level packaging,7
Analysis of Bootstrap Circuit Operation with an Inverted PWM Drive Scheme for a Three-Phase Inverter for a Brushless DC Motor Drive,12
Analysis of the Three-Phase Inverter Power Efficiency of a BLDC Motor Drive Using Conventional Six-Step and Inverted Pulsewidth Modulation Driving Schemes,5
Nanopore sequencing reads improve assembly and gene annotation of the Parochlus steinenii genome,11
Design and analysis of an effective graphics collaborative editing system,3
Evaluation of the Floor Impact Sound Insulation Performance of a Voided Slab System Applied to a High-Rise Commercial Residential-Complex Building,8
Creativity and simultaneous interpretation_he two shall never meet?,14
Optically transparent sea-water monopole antenna with high radiation efficiency for WLAN applications,6
Numerical study on aerodynamic drag reduction and energy harvest for electric vehicle: A concept to extend driving range,5
Selection of multi-model ensemble of general circulation models for the simulation of precipitation and maximum and minimum temperature based on spatial assessment metrics,1
An adaptive material point method coupled with a phase-field fracture model for brittle materials,8
Influence of ripening stage and cultivar on physicochemical properties and antioxidant compositions of aronia grown in South Korea,12
A blockchain-based trusted security zone architecture,10
Two-stage computation offloading scheduling algorithm for energy-harvesting mobile edge computing,3
Plasma-Doped Si Nanosheets for Transistor and p-n Junction Application,4
Scotogenic dark matter stability from gauged matter parity,12
Frequency adaptive current control scheme for grid-connected inverter without grid voltage sensors based on gradient steepest descent method,5
Taurine activates bmp-2/wnt3a-mediated osteoblast differentiation and mineralization via akt and mapk signaling,12
Monitoring Railway Turnout using its Moving Traces,12
A Study on Life Cycle Cost on Railway Switches and Crossings,12
Non-isothermal simulation of a two-lumen catheter tubing extrusion for a die design,7
Air venting simulation for multiphase flow of polymers and air in the cavity of a mold,12
Adaptive threshold-aided K-best sphere decoding for large MIMO systems,3
Energy-efficient hybrid beamforming with variable and constant phase shifters,3
Price elasticity of heat demand in South Korean Manufacturing Sector: An empirical investigation,9
High-frequency induction heating for increase of flow length in polymer/metal hybrid molding,7
What enables a high-risk project to yield high return from a construction contractor's perspective?,9
Minimization of Surface Deflection in Rectangular Embossing Using Automatic Training of Artificial Neural Network and Genetic Algorithm,8
Dissections of Strange q-Series,12
Synthesis conditions of porous clay heterostructure (PCH) optimized for volatile organic compounds (VOC) adsorption,2
Interfacial shear rheology of perfluorosulfonic acid ionomer monolayers at the air/water interface,0
Evaluation of RANS k_ calculations for turbulent stably stratified layers based on GEMIX experiments using the CUPID code,3
Internal Reconfigurable Dipole_oop Antenna Array for High Reception Rate of Wideband UHD-TV Applications,6
Development of a decision support model for determining the target multi-family housing complex for green remodeling using data mining techniques,9
Iron-vanadium redox flow batteries with polybenzimidazole membranes: High coulomb efficiency and low capacity loss,12
Least-square Matching for Mobile Robot SLAM Based on Line-segment Model,13
Pricing European continuous-installment strangle options,12
Prediction of bond performance of tension lap splices using artificial neural networks,8
Semi-supervised distributed representations of documents for sentiment analysis,3
Photochemical release of dissolved organic matter from particulate organic matter: Spectroscopic characteristics and disinfection by-product formation potential,11
"Correction to: Two-dimensional indexing to provide one-integrated-memory view of distributed memory for a massively-parallel search engine (World Wide Web, (2019), 22, 6, (2437-2467), 10.1007/s11280-018-0647-1)",12
Two-dimensional indexing to provide one-integrated-memory view of distributed memory for a massively-parallel search engine,10
Role of borate functionalized carbon nanotube catalyst for the performance improvement of vanadium redox flow battery,2
"Tris(1,3-dichloro-2-propyl)phosphate (TDCIPP) disrupts zebrafish tail fin development",11
Optimization of experimental conditions and measurement of oxygen consumption rate (OCR) in zebrafish embryos exposed to organophosphate flame retardants (OPFRs),11
Analysis of plasma metabolic profiling and evaluation of the effect of the intake of Angelica keiskei using metabolomics and lipidomics,11
Coordinated power flow control of DC microgrid consisting of distributed generations and energy storage system,5
Visible light driven photocatalytic degradation enhanced by Î±/Î² phase heterojunctions on electrospun Bi2O3 nanofibers,12
Tensile and fracture behaviors of austenitic high-manganese steels subject to different hydrogen embrittlement test methods,2
"Radiative Dirac neutrino mass, neutrinoless quadruple beta decay, and dark matter in B-L extension of the standard model",12
Magnesiophilic Graphitic Carbon Nanosubstrate for Highly Efficient and Fast-Rechargeable Mg Metal Batteries,2
"Tailored Nanopatterning by Controlled Continuous Nanoinscribing with Tunable Shape, Depth, and Dimension",7
Evaluation of stress on metal surfaces by laser-induced breakdown spectroscopy,8
"Sequential Multiple-Target Sensor: In3+, Fe2+, and Fe3+ Discrimination by an Anthracene-Based Probe",12
An Implantable Antenna with Broadside Radiation for a Brain-Machine Interface,6
Pairs of eta-quotients with dual weights and their applications,12
Selective chemosensor capable of sensing both CN and Zn2+: Its application to zebrafish,12
Optimization and characterization of high-viscosity ZrO2 ceramic nanocomposite resins for supportless stereolithography,0
Affective social big data generation algorithm for autonomous controls by CRNN-based end-to-end controls,13
Waterproofing performance of waterstop with adhesive bonding used at joints of underground concrete structures,8
Structural insights into the combinatorial effects of antimicrobial peptides reveal a role of aromatic-aromatic interactions in antibacterial synergism,0
Global Proteomic Analysis of Lysine Succinylation in Zebrafish (Danio rerio),11
The impacts of diversity on team innovation and the moderating effects of cooperative team culture,14
Compact broadband internal monopole antenna with parasitic strips and sleeve feed for UHD-TV applications,6
Effects of Argon and Nitrogen ion Bombardments on Sputtered and Electroplated Cu Surfaces for Cu Bonding Application,7
Characterization of Nitride Passivated Cu Surface for Low-Temperature Cu-Cu Bonding,7
Summarizing long-length videos with GAN-enhanced audio/visual features,14
Gaussian YOLOv3: An accurate and fast object detector using localization uncertainty for autonomous driving,13
Review on process-microstructure-performance relationship in ALD-engineered SOFCs,4
An effective DRAM address remapping for mitigating rowhammer errors,10
Interleaved ZVT boost converter for 800V fuel cell electric vehicles,5
Fabrication of activated porous carbon using polymer decomposition for electrical double-layer capacitors,2
Optimization of MOF-235 synthesis by analysis of statistical design of experiment,2
Robust adaptive heading control for a ray-type hybrid underwater glider with propellers,12
Resource utilization scheme of idle virtual machines for multiple large-scale jobs based on OpenStack,10
Optimal stream gauge network design using entropy theory and importance of stream gauge stations,3
Two-Stage IoT Device Scheduling with Dynamic Programming for Energy Internet Systems,3
"Prediction of concrete strength with P-, S-, R-wave velocities by support vector machine (SVM) and artificial neural network (ANN)",8
Development of micropatterns on curved surfaces using two-step ultrasonic forming,7
Effect of temperature on the performance of aqueous redox flow battery using carboxylic acid functionalized alloxazine and ferrocyanide redox couple,2
Antithrombotic Effect of Artemisia princeps Pampanini Extracts in Vitro and in FeCl3-Induced Thrombosis Rats,11
"Erratum to: _umerical investigation of the transferability of ductile fracture behavior between thin-walled surface-cracked pipe, curved wide plate (CWP) and single edge notched tension (SENT) specimens (Journal of Mechanical Science and Technology, (2019), 33, 9, (4233-4243), 10.1007/s12206-019-0820-1)",12
A regulated multiple-output high-voltage charge pump IC for implantable neural stimulators,5
Effect of Earthquake Motion on The Permanent Displacement of Embankment Slopes,3
Silver and epoxy binder-based printed electrodes and the effect of silver nanoparticles on stretchability,7
Proposal of 28 GHz In Vitro Exposure System Based on Field Uniformity for Three-Dimensional Cell Culture Experiments,6
Naphthol-naphthalimide based _urn-on fluorescent sensor for ClO in aqueous media and test kit,12
Sliding Interconnection for Flexible Electronics with a Solution-Processed Diffusion Barrier against a Corrosive Liquid Metal,7
Numerical Verification of the Schroeder-Webster Surface Types and Friction Compensation Models for a Metallic Specimen in Axisymmetric Compression Test,8
Gait Training Algorithm of an End-Effector Typed Hybrid Walking Rehabilitation Robot,14
HITEP-RCC-MRx Program for the Support of Elevated Temperature Design Evaluation and Defect Assessment,8
BlockSecIoTNet: Blockchain-based decentralized security architecture for IoT network,10
Social acceptance of offshore wind energy development in South Korea: Results from a choice experiment survey,9
Failure analysis of die casting pins for an aluminum engine block,8
System theory based hazard analysis for construction site safety: A case study from Cameroon,9
Selection of CMIP5 multi-model ensemble for the projection of spatial and temporal variability of rainfall in peninsular Malaysia,1
Sparse large-margin nearest neighbor embedding via greedy dyad functional optimization,3
Spatial distribution of secular trends in rainfall indices of Peninsular Malaysia in the presence of long-term persistence,1
"The development of a highly stretchable, durable, and printable textile electrode",7
Development of a Lower Limb Exoskeleton Worn on the Front of a Human,12
Nitrogen passivation formation on Cu surface by Ar_2 plasma for Cu-to-Cu wafer stacking application,7
Paper-Based Diagnostic System Facilitating Escherichia coli Assessments by Duplex Coloration,9
Flexible Visible-Blind Ultraviolet Photodetectors Based on ZnAl-Layered Double Hydroxide Nanosheet Scroll,6
Treatments of the singularity in the level set method for unstructured meshes,13
Feasibility study on the wide and long 9%Ni steel plate for use in the LNG storage inner tank shell,8
Low-Temperature Sintering Characteristics of Ag-Based Complex Inks Using Transient Melting and Joining of Sn58Bi Nanoparticles,4
Wearable Piezoresistive Sensors with Ultrawide Pressure Range and Circuit Compatibility Based on Conductive-Island-Bridging Nanonetworks,7
Facile Synthesis of UiO-66(Zr) Using a Microwave-Assisted Continuous Tubular Reactor and Its Application for Toluene Adsorption,2
New opportunities for sociological research: A discussion of the usefulness of mixed methods with data science,14
Effects of the projectile geometries on normal and oblique penetration using the finite cavity pressure method,8
Development of a High Power Density GaN-based Transistor Low-Voltage High-Current Phase-Shift Full-Bridge Current Doubler Converter for Electric Vehicles,5
"Failure analysis of thermally abused lithium-ion battery cell by microscopy, electrochemical impedance spectroscopy, and acoustic emission",4
Evaluation of health and safety of mechanically fatigued rechargeable lithium polymer batteries for flexible electronics applications,4
Effects of power cycling test condition and test strategy on lifetime estimation of power modules in power electronic systems,5
Conception of smart home perimeter security system based on solar powered IoT solutions,12
Design and implementation procedure for an advanced driver assistance system based on an open source AUTOSAR,9
"Numerical investigation of the transferability of ductile fracture behavior between thin-walled surface-cracked pipe, curved wide plate (CWP) and single edge notched tension (SENT) specimens",8
"Fast implementations of ARX-based lightweight block ciphers (SPARX, CHAM) on 32-bit processor",10
Demand function for industrial electricity: Evidence from South Korean manufacturing sector,9
Constructing a lightweight key-value store based on the windows native features,3
A lightweight hash-based blockchain architecture for industrial IoT,10
Handover-driven interference management for co-channel deployment of femto- and macro-cells,3
A Comprehensive Design Framework for Network-Wide Cost Reduction in Random Access-Based Wireless IoT Networks,10
A New Method to Minimize Overall Torque Ripple in the Presence of Phase Current Shift Error for Three-Phase BLDC Motor Drive,5
Expression Profiles and Post-Translational Modifications of Phosphoenolpyruvate Carboxylase Isozymes of Bienertia sinuspersici during Leaf Development,12
Impact of cooling system capacity on lifetime of power module in adjustable speed drives,5
Economic output-maximizing share of combined heat and power generation: The case of South Korea,9
Maternal exposures to persistent organic pollutants are associated with DNA methylation of thyroid hormone-related genes in placenta differently by infant sex,11
Willingness to participate in community-based renewable energy projects: A contingent valuation study in South Korea,9
Bandwidth and directivity enhancement of an internal folded monopole antenna loaded by interdigital capacitor for ultra-high-definition television applications,6
Tri(Fe/N/F)-doped mesoporous carbons as efficient electrocatalysts for the oxygen reduction reaction,2
Effects of Sb-doped SnO2_O3 nanocomposite on electrochromic performance,4
Effects of moisture and electrode material on AlN-based resistive random access memory,4
Cryoprotective effect of an antifreeze protein purified from Tenebrio molitor larvae on vegetables,12
A MCDM-based framework for selection of general circulation models and projection of spatio-temporal rainfall changes: A case study of Nigeria,1
Adaptive job allocation scheduler based on usage pattern for computing offloading of IoT,10
A humidity-sensing composite microfiber based on moisture-induced swelling of an agarose polymer matrix,7
Effects of community integration on quality of life among Asian Americans,9
R2 as a single leptoquark solution to RD () and RK (),12
Role of Aldosterone and Mineralocorticoid Receptor in Cardiovascular Aging,11
Performance enhancement of triboelectric nanogenerators based on polyvinylidene fluoride/graphene quantum dot composite nanofibers,12
Sodium dodecyl sulfate mediated microwave synthesis of biocompatible superparamagnetic mesoporous hydroxyapatite nanoparticles using black Chlamys varia seashell as a calcium source for biomedical applications,11
Optimal Concurrent Multipath Data Transfer for Bandwidth Aggregation in Heterogeneous Mobile Networks,3
Si Surface Passivation by Atomic Layer Deposited Al2O3 with In-Situ H2O Prepulse Treatment,4
Fluorescent determination of zinc by a quinoline-based chemosensor in aqueous media and zebrafish,12
Dielectric resonator loaded high-gain half-mode substrate integrated waveguide triangular antenna for microwave imaging and radar applications,6
Valuing the attributes of remediation of maritime oil spills: An empirical case study in South Korea,12
Compact catadioptric wide imaging with secondary planar mirror,13
Blockchain-based secure storage management with edge computing for IoT,10
Development of failure cause-impact-duration (CID) plots for water supply and distribution system management,8
Uncertainty assessment in drought severities for the Cheongmicheon watershed using multiple GCMs and the reliability ensemble averaging method,1
Evaluation of empirical reference evapotranspiration models using compromise programming: A case study of Peninsular Malaysia,1
A novel motorized bending apparatus for surgical plates,8
A high-throughput and power-efficient fpga implementation of yolo cnn for object detection,10
Tax benefits for preventing and supporting catastrophic health expenditures: Ex-ante versus ex-post governmental financial support,12
Topology Optimization and Additive Manufacturing of Customized Sports Item Considering Orthotropic Anisotropy,7
Remote control of biofouling by heating PDMS/MnZn ferrite nanocomposites with an alternating magnetic field,2
Cyclic Lateral Load Test for RC Column-Steel Beam Joints with Simplified Connection Details,8
Fabrication of Conductive Patterns on 3D Printed Structure Using Photo-Polymerization Technology,7
An integral equation approach for optimal investment policies with partial reversibility,12
Squid-Inspired Smart Window by Movement of Magnetic Nanoparticles in Asymmetric Confinement,7
Static hydrothermal processing and fractionation for production of a collagen peptide with anti-oxidative and anti-aging properties,11
Optical and electrical effects of nanobump structure combined with an undulated active layer on plasmonic organic solar cells,4
Ti plate with TiO2 nanotube arrays as a novel cathode for nitrate reduction,2
Research Impact on Emerging Quantum Materials for Electrochromic Applications,4
Preparation and characterization of novel pseudo ceramide liposomes for the transdermal delivery of baicalein,0
A blockchain-based decentralized efficient investigation framework for IoT digital forensics,10
Characteristics of Annual and Seasonal Trends of Rainfall and Temperature in Iraq,1
A comprehensive study on APT attacks and countermeasures for future networks and communications: challenges and solutions,10
Simple and rapid detection of bisphenol A using a gold nanoparticle-based colorimetric aptasensor,11
Model predictive control of uninterruptible power supply with robust disturbance observer,5
Highly sensitive dansyl-based chemosensor for detection of Cu2+ in aqueous solution and zebrafish,12
Probing unitarity violation in the tail of the off-shell Higgs boson in VLVL mode,5
"Intense pulse light sintering of an Ag microparticle-based, highly stretchable, and conductive electrode",7
Nitrate reduction on surface of Pd/Sn catalysts supported by coal fly ash-derived zeolites,2
Changing characteristics of meteorological droughts in Nigeria during 19012010,1
Gas Sensor by Direct Growth and Functionalization of Metal Oxide/Metal Sulfide Core-Shell Nanowires on Flexible Substrates,7
Looking into Service Representation Tools through the Multidimensional Nature of Service Experience,14
Introduction to the special issue on advances in multimedia and educational technology,12
Study of infiltration through sliding windows with respect to closing mechanisms and their locations in a building during winter season,1
Blockchain-based secure device management framework for an Internet of Things network in a smart city,10
A framework for improving reliability of water distribution systems based on a segment-based minimum cut-set approach,8
Efficient Deep Gaussian Process Models for Variable-Sized Inputs,3
BlockDeepNet: A blockchain-based secure deep learning for IoT network,10
Smart contract-based pool hopping attack prevention for blockchain networks,10
IoT-based Safety Recognition Service for Construction Site,12
Flexible Scene Composition Method for Companion Screen Service based MMT-CI,12
Quality characteristics and antioxidant activities of strawberries according to various extraction methods,12
High-stable RF-frequency generation using a microcontroller for amplitude modulation based absolute distance measurement,5
Cinnamon subcritical water extract attenuates intestinal inflammation and enhances intestinal tight junction in a Caco-2 and RAW264.7 co-culture model,12
Assessment of a stream gauge network using upstream and downstream runoff characteristics and entropy,3
Performance comparison of interpolation operators of multi-grid method based on a distance weighted and area (volume) intersection approaches Part II: Finite element discretization,3
Optimal share of natural gas in the electric power generation of South Korea: A note,9
Atomic Layer Deposition for Surface Engineering of Solid Oxide Fuel Cell Electrodes,4
"Interface trap characterization of AlN/GaN heterostructure with Al2O3, HfO2, and HfO2/Al2O3 dielectrics",4
Flow rate based framework for solving viscoplastic flow with slip,12
Reduction of the Hysteresis Voltage in Atomic-Layer-Deposited p-Type SnO Thin-Film Transistors by Adopting an Al2O3 Interfacial Layer,4
"Colorimetric Detection of Co2+, Cu2+, and Zn2+ by a Multifunctional Chemosensor in Aqueous Solution",12
Optimization of the collimator mask for the rotational modulation collimator-based gamma-ray/neutron dual-particle imager,13
"Comparing the functional recognition of aesthetics, hydrology, and quality in urban stream restoration through the framework of environmental perception",9
Surface modification of poly(vinyl alcohol) sponge by acrylic acid to immobilize Prussian blue for selective adsorption of aqueous cesium,2
Preparation of silicon oxide_arbon composite from benzene and trimethoxyphenylsilane by a liquid phase plasma method for supercapacitor applications,2
Evolution of specimen strain rate in split Hopkinson bar test,8
Blockchain-Based Distributed Framework for Automotive Industry in a Smart City,10
A user experience environment model for human activity simulation,14
SnO-decorated TiO 2 nanoparticle with enhanced photocatalytic performance for methylene blue degradation,4
Dewetting behavior of Ag in Ag-coated Cu particle with thick Ag shell,7
A thiol-containing colorimetric chemosensor for relay recognition of Cu2+ and S2 in aqueous media with a low detection limit,12
Prussian blue immobilized cellulosic filter for the removal of aqueous cesium,2
High-efficiency soft-switching step-up DC-DC converter derived from a synchronous boost converter,12
DG.O 2020: Governance in the era of data intelligence,12
Percolation effect of V 2 O 5 nanorod/graphene oxide nanocomposite films for stable fast-switching electrochromic performances,4
Blending polybenzimidazole with an anion exchange polymer increases the efficiency of vanadium redox flow batteries,2
SHSec: SDN based Secure Smart Home Network Architecture for Internet of Things,10
A robust emulation of mechanical loads using a disturbance-observer,5
"Trends analysis of rainfall and rainfall extremes in Sarawak, Malaysia using modified Mann_endall test",1
Financial connectedness revisited: the role of Fama-French risk factors,9
Microstructure-based prediction of yield ratio and uniform elongation in high-strength bainitic steels using multiple linear regression analysis,12
_ommodious vicus of recirculation: Finnegans wake under the influence of our mutual friend,12
Unsupervised visual domain adaptation: A deep max-margin gaussian process approach,3
A Bioinspired Piezoelectric Cilia Array for Sensing of Hydrodynamic Flow,12
An Anodic Current Pulse Modulation Active Charge Balancer for Implantable Electrical Stimulator,12
A Charge Balanced Neural Stimulator Using Chopped Anodic Pulse Control,12
A Study for Selecting the Best One-Stage Detector for Autonomous Driving,13
A Lightweight YOLOv2 Object Detector Using a Dilated Convolution,12
Current control of grid-connected inverter using integral sliding mode control and resonant compensation,5
Quality characteristics and biological activities of jeolpyeon added with rice bran,12
Flexible piezoelectric sensor array for touch sensing of robot hand,13
Guest editorial special issue on advanced computational technologies in mobile edge computing for the internet of things,12
Efficient Frame Construction for Multi-User Transmission in IEEE 802.11 WLANs,3
Meronic Einstein-Yang-Mills black hole in 5D and gravitational spin from isospin effect,3
Fracture parameters of cement mortar with different structural dimensions under the direct tension test,8
Dantzig type optimization method with applications to portfolio selection,12
Analytic crystals of solitons in the four dimensional gauged non-linear sigma model,3
"Optimization of control allocation with ESC, AFS, ARS and TVD in integrated chassis control",5
Complexation of Amylosucrase-Modified Waxy Corn Starch with Fatty Acids: Determination of Their Physicochemical Properties and Digestibilities,11
How much value do people place on preserving the Seocheon coastal wetland in South Korea?,9
Development of BMPs for management of NPS from railway bridges,1
"Preparation, Physical Characterization, and In Vitro Skin Permeation of Deformable Liposomes Loaded with Taxifolin and Taxifolin Tetraoctanoate",0
Optimization method of implantable receiver for magnetic resonant wireless power transfer between wearable on-body and implantable in-body,6
Impact of rebate program for energy-efficient household appliances on consumer purchasing decisions: The case of electric rice cookers in South Korea,9
Fidelity assessment of general circulation model simulated precipitation and temperature over Pakistan using a feature selection method,1
Polygonal shell elements with assumed transverse shear and membrane strains,8
Synthesis and physicochemical properties of pH-sensitive hydrogel based on carboxymethyl chitosan/2-hydroxyethyl acrylate for transdermal delivery of nobiletin,0
Volume and size effects of intermetallic compounds on the high-temperature oxidation behavior of Mo-Si-B alloys,2
Relay detection of Zn 2+ and S 2 by a quinoline-based fluorescent chemosensor in aqueous media and zebrafish,12
Optoelectronic multifunctionality of combustion-activated fluorine-doped tin oxide films with high optical transparency,4
Synergistic effect of heteroatom-doped activated carbon for ultrafast charge storage kinetics,4
Surface functionalization of the terraced surface-based current collector for a supercapacitor with an improved energy storage performance,2
Asymptotics of certain double series in Eulerian form,12
Importance of microbial adaptation for concentrate management in wastewater reuse process,2
Influence of structural properties of emulsifiers on citral degradation in model emulsions,12
Characterization of the die-attach process via low-temperature reduction of Cu formate in air,7
A new single-stage bridgeless boost half-bridge AC/DC converter with semi-Active-Rectifier,5
Households willingness to pay for developing marine bio-hydrogen technology: The case of South Korea,9
Ascorbic Acid-Assisted Microwave Synthesis of Mesoporous Ag-Doped Hydroxyapatite Nanorods from Biowaste Seashells for Implant Applications,2
Role of multi-layer pyramidal truss cores as an inner material of energy absorbing structures,8
Experimental and Modeling Study of Vapor Liquid Equilibrium for a Methyldiethanolamine-CO2-H2S-Water Quaternary System Using Activity Coefficient Models with Corrected Equilibrium Constants,3
Conductive paste assisted interconnection for environmentally benign lead-free ribbons in c-Si PV modules,4
Reformation of the surface of powdered activated carbon (PAC) using covalent organic polymers (COPs) and synthesis of a Prussian blue impregnated adsorbent for the decontamination of radioactive cesium,2
Large-margin learning of Cox proportional hazard models for survival analysis,5
Surface-diffusion-limited growth of atomically thin WS 2 crystals from core-shell nuclei,7
A hardware-friendly compression algorithm for profiling DDR4 memory accesses,10
Effect of electrode material on the crystallization of GeTe grown by atomic layer deposition for phase change random access memory,4
Three-level Resonant Switched Capacitor Boost Converter,5
A Seamless and Autonomous Mode Transfer Method of Grid-Connected Inverter with Critical Load,5
A Thyristor-based Seamless Winding Changeover Circuit for high efficiency of Electric Vehicle Drive System,5
An Interleaved Single-Stage Bridgeless CCM AC-DC Converter with Wide Output Voltage Range,5
A New ZVS Switched-Capacitor DC-DC Converter with Low Boost Inductance,5
