Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Lim C.K., Lee Y.S., Choa S.H., Lee D.Y., Park L.S., Nam S.Y.","57200726938;57191745272;55666042300;57212667671;7101999834;7402275938;","Effect of Polymer Binder on the Transparent Conducting Electrodes on Stretchable Film Fabricated by Screen Printing of Silver Paste",2017,"International Journal of Polymer Science","2017",, 9623620,"","",,4,"10.1155/2017/9623620","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042288658&doi=10.1155%2f2017%2f9623620&partnerID=40&md5=551d834149fbc25df83cce0505334947","Department of Graphic Arts Information Engineering, Pukyong National University, Busan, 48547, South Korea; Graduate School of NID Fusion Technology, Seoul National University of Science and Technology, Seoul, 01811, South Korea; ELK Corporation, Daejeon, 34013, South Korea; School of Material Science and Engineering, Ulsan National Institute of Science and Technology (UNIST), Ulsan, 44919, South Korea","Lim, C.K., Department of Graphic Arts Information Engineering, Pukyong National University, Busan, 48547, South Korea; Lee, Y.S., Graduate School of NID Fusion Technology, Seoul National University of Science and Technology, Seoul, 01811, South Korea; Choa, S.H., Graduate School of NID Fusion Technology, Seoul National University of Science and Technology, Seoul, 01811, South Korea; Lee, D.Y., ELK Corporation, Daejeon, 34013, South Korea; Park, L.S., School of Material Science and Engineering, Ulsan National Institute of Science and Technology (UNIST), Ulsan, 44919, South Korea; Nam, S.Y., Department of Graphic Arts Information Engineering, Pukyong National University, Busan, 48547, South Korea","Smart wearable devices and sensors have been fabricated by screen printing of metal paste as functional circuits since the metal interconnects exhibited much less electrical resistance than other conducting materials such as carbon nanotube or conducting polymers (PEDOT:PSS). In this study, we chose silver particle as conductive material in the form of silver paste and used screen printing to fabricate a stretchable touch screen panel utilizing metal mesh method for the transparent electrode patterning. The rheological study of Ag pastes showed that the binder polymer with high molecular weight and low glass transition temperature (Tg) can stabilize the Ag paste with Ag particle content over 80% by weight. The stretching and bending tests of Ag electrode films obtained by screen printing indicated that good conductivity of Ag electrodes is related to the stability of Ag paste obtained with the high molecular weight binder polymer. © 2017 Chan Kyu Lim et al.",,,Article,"Final","",Scopus,2-s2.0-85042288658
"Park S.O., Yoon S.","57191671208;55636755500;","The effects of taxpayer’s environmental morale on the willingness to pay environmental tax for sustainable environment",2017,"International Journal of Applied Engineering Research","12","24",,"14054","14063",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041074353&partnerID=40&md5=9b2c5f994a3832de60fdb29f85d67b75","School of Management, Kyung Hee University, 622 Kyung-Hee Dae-ro, Dongdaemoon-gu, Seoul, 02447, South Korea; Department of Business Administration, Seoul National University of Science and Technology, 232 Kongneung-ro, Nowon-gu, Seoul, 01811, South Korea","Park, S.O., School of Management, Kyung Hee University, 622 Kyung-Hee Dae-ro, Dongdaemoon-gu, Seoul, 02447, South Korea; Yoon, S., Department of Business Administration, Seoul National University of Science and Technology, 232 Kongneung-ro, Nowon-gu, Seoul, 01811, South Korea","This study examines the association between environmental morale and taxpayer’s willingness to pay environmental tax for the sustainable environment and investigate whether the environmental morale of these taxpayers increases their degree of willingness to pay environmental tax rather than their degree of willingness to pay ordinary tax in China, Japan and Korea. This study finds a positive relationship among environmental morale and tax morale (willingness to pay tax) measures. These findings are mostly consistent with separate country-level evidences from surveys on China, Japan and Korea. However, there are some differences among the countries: Only Chinese respondents perceive that taxes can be raised if the proceeds are used to prevent environmental pollution and they would sacrifice part of their income for the environments. This suggests that the environmental morale of Chinese taxpayers toward a concrete environmental field (i.e., water quality, sewage and sanitation) has a positive influence on their willingness to pay environmental tax for the sustainable environment. © Research India Publications.","Ordinary Tax Morale; Sustainable Environment; Sustainable Environmental Morale; Sustainable Environmental Tax Morale",,Article,"Final","",Scopus,2-s2.0-85041074353
"Cha G.-H.","56273921700;","Bitmap indexing for complex similarity queries",2017,"Information (Japan)","20","7",,"5363","5371",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040817873&partnerID=40&md5=25dd343bc15f7bb857fdee42dfe09364","Department of Computer Engineering, Seoul National University of Science and Technology, 232 Gongreung-ro, Nowon-gu, Seoul, 01811, South Korea","Cha, G.-H., Department of Computer Engineering, Seoul National University of Science and Technology, 232 Gongreung-ro, Nowon-gu, Seoul, 01811, South Korea","This paper proposes a new indexing method for complex similarity queries. The efficiency of the indexing method is realized by a specialized bitmap index that represents all objects in a database as a set of bitmaps. In order to provide the index with the flexibility in dealing with multiple features, we treat every dimension independently. The percentage of data accessed in the index is inversely proportional to the overall dimensionality of data, and thus the performance deterioration with the increasing dimensionality does not occur. To demonstrate the efficacy of the method we conducted extensive experiments and compared it with the linear scan by using real image datasets and obtained a remarkable speed-up over the linear scan. © 2017 International Information Institute.","Bitmap indexing; Complex similarity query; Nearest neighbor query",,Article,"Final","",Scopus,2-s2.0-85040817873
"Sung W.","57104522400;","A study on the effect of awareness and education on digital literacy",2017,"Information (Japan)","20","7",,"5289","5299",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040812011&partnerID=40&md5=7fefd0316c121d902c0944cf850e7356","Graduate School of Public Policy and Information Tech., Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 0181l, South Korea","Sung, W., Graduate School of Public Policy and Information Tech., Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 0181l, South Korea","This is an empirical study on the factors influencing digital literacy. In particular, we focused on 'awareness of the need of smart devices' and 'information education as a traditional capacity enhancement method' as factors that should be noted in the changing smart era. As a result of the analysis, the awareness factor has a positive effect on digital usage. Also, there was no significant effect of information education for smartphones on the digital usage. It is necessary to continuously improve digital accesses such as material access, digital skill access, and various uses of digital contents based on the improvement of motivational factors. © 2017 International Information Institute.","Awareness of the need for smart devices; Digital divide; Digital literacy; Digital stress; Smart devices; Smart phone",,Article,"Final","",Scopus,2-s2.0-85040812011
"Yang H., Kim Y.-J., Shin Y.","57193489089;57211016047;17342820900;","Antioxidant compounds and activities of different organs of potted cymbidium spp. grown in Korea",2017,"Korean Journal of Horticultural Science and Technology","35","5",,"647","655",,2,"10.12972/kjhst.20170069","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040809459&doi=10.12972%2fkjhst.20170069&partnerID=40&md5=f9af77a9fbd406afad99e0698519c942","Department of Environmental Horticulture, Dankook University, Cheonan, 31116, South Korea; Department of Food Science and Technology, Seoul National University of Science and Technology, Seoul, 01811, South Korea","Yang, H., Department of Environmental Horticulture, Dankook University, Cheonan, 31116, South Korea; Kim, Y.-J., Department of Food Science and Technology, Seoul National University of Science and Technology, Seoul, 01811, South Korea; Shin, Y., Department of Environmental Horticulture, Dankook University, Cheonan, 31116, South Korea","Three cultivars of potted Cymbidium spp. (‘SP211', ‘ER827', and ‘FX750') harvested from Gongju in Chungnam of Korea were used for this study. The samples from these cultivars were separated into different organs (flower, leaf, and pseudobulb) and the antioxidant compounds and their activities were analyzed. The total flavonoids, phenolics, and antioxidant activities in these potted Cymbidium spp. cultivars were higher in the leaf extracts than flower and pseudobulb extracts. The total anthocyanin concentration in the flower extracts was significantly higher in ‘ER827' than ‘SP211' and ‘FX750' (p < 0.05). The total flavonoid concentration in leaf extracts was significantly higher than flower and pseudobulb extracts in all cultivars, especially ‘ER827' and ‘SP211' (p < 0.05). Among the flower extracts, the total flavonoid concentration in ‘ER827' was significantly higher than those measured in ‘SP211' and ‘FX750' (p < 0.05). The total phenolic concentration and total antioxidant activity show similar patterns to that of the flavonoid concentration, and the antioxidant concentrations in leaf extracts were significantly higher than those of other organs tested in all cultivars (p < 0.05). The total antioxidant activity in leaf extracts was measured using the 2,2-diphenyl-1-picrylhydrazyl (DPPH) method and were higher in leaf extracts than in other plant organs; however, there was no significant difference in the antioxidant activity among the cultivars. The total anthocyanin, total flavonoids, and total phenolics were highly correlated with antioxidant activity and the correlation between total anthocyanin and total flavonoid content were also strong (r = 0.826). Our results indicate that potted Cymbidium spp. produces active antioxidant compounds that could be a good source of bioactive compounds as functional food ingredients. © 2017 Korean Society for Horticultural Science.","Anthocyanin; Flavonoid; Flower; Leaf; Phenolics; Pseudobulb",,Article,"Final","",Scopus,2-s2.0-85040809459
"Kim J., Shin I.","57059962800;7103409208;","Performance evaluation of multi-threaded flash translation layer",2017,"International Journal of Applied Engineering Research","12","19",,"8937","8940",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040258211&partnerID=40&md5=e4b6d25c79f8b074df054915c84886ea","Department of Electronic Engineering, Seoul National University of Science & Technology, Nowon-gu, Seoul, South Korea","Kim, J., Department of Electronic Engineering, Seoul National University of Science & Technology, Nowon-gu, Seoul, South Korea; Shin, I., Department of Electronic Engineering, Seoul National University of Science & Technology, Nowon-gu, Seoul, South Korea","Existing flash translation layer (FTL) operates mostly in a single-threaded manner. However, in recent years, the adoption of multi-cores inside SSD has been spreading, and it is common to connect several NAND flash chips in parallel structure. Therefore, if FTL operates with multi-threads, the SSD internal parallelism will be better utilized and the performance will be improved. In this study, we port uC/OS-II real-time operating system to a board equipped with NAND flash memory and implement a multi-threaded FTL. Performance evaluation results show that when the size of the I/O request queue is shallow, the average performance is almost the same as that of the single-thread FTL. However, as I/O queue depth increases, the average performance is improved up to about 5.5%. © Research India Publications.","FTL; Multi-threads; NAND flash memory; SSD",,Article,"Final","",Scopus,2-s2.0-85040258211
"Lai N.-B., Kim K.-H.","56879887900;8849624900;","Enhanced multiloop control scheme for an LCL-filtered grid-connected inverter under abnormal grid voltage conditions",2017,"International Journal of Applied Engineering Research","12","19",,"8830","8837",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040251073&partnerID=40&md5=446affced14df8a18449bf6d79a2d99d","Department of Electrical and Information Engineering, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 01811, South Korea","Lai, N.-B., Department of Electrical and Information Engineering, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 01811, South Korea; Kim, K.-H., Department of Electrical and Information Engineering, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 01811, South Korea","To facilitate the transition between the standalone mode and grid-connected mode of a grid-connected inverter with LCL filters, multiloop and indirect current control schemes have been widely used. By considering the capacitor voltages as control variables, these control schemes can provide seamless transfer of operation modes to the inverter even at the event of unintentional islanding. However, since these schemes are mainly based on the proportional integral controller which is generally unable to cope with sinusoidal disturbances, the injected currents are adversely influenced by distorted grid voltages. To address such a problem, this paper proposes an enhanced multiloop control scheme for an LCL-filtered grid-connected inverter under abnormal grid voltage conditions. Since resonant controllers are incorporated into grid-side current control loop, the proposed scheme can guarantee the high quality of injected currents to grid regardless of adverse grid voltage conditions. Comparative simulation results are given to confirm the effectiveness of the proposed enhanced multiloop control scheme. © Research India Publications.","Grid-connected inverters; LCL filters; Multiloop control; Proportional integral resonant controller; Seamless transition",,Article,"Final","",Scopus,2-s2.0-85040251073
"Delgado R., Choi B.W.","56548235100;55712667200;","Real-time servo control using etherCAT master on real-time embedded linux extensions",2017,"International Journal of Applied Engineering Research","12","21",,"11179","11185",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040243607&partnerID=40&md5=9ebe1d83638aaa3e870a6e78dbaaab4b","Department of Electrical and Information Engineering, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, South Korea","Delgado, R., Department of Electrical and Information Engineering, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, South Korea; Choi, B.W., Department of Electrical and Information Engineering, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, South Korea","In this paper, we present a real-time servo control application based on an open-source EtherCAT Master under two different real-time embedded Linux approaches, the fully pre-emptible kernel and Xenomai. The fully pre-emptible approach utilizes the native Linux kernel patched to support pre-emption of high-priority tasks at any time and protects critical sections with spin locks. On the contrary, Xenomai is an example of dual-kernel approach, which provides real-time extensions to tasks piped alongside the standard Linux kernel through a hardware abstraction layer. The EtherCAT master is stacked on top of each real-time operating system to provide real-time connection with servo drives that are equipped with EtherCAT slave controllers that supports CANopen protocol. This paper aims to analyze the real-time performance of the EtherCAT Master depending on the real-time Linux extension it is running on in terms of cyclic task periodicity, jitter, and in-controller execution time. The in-controller execution is defined as the time interval from the master sending information to slaves and vice-versa. The experiment is conducted on an actual system where the master is required to control a set of servo motors. The results acquired from each master are analyzed and compared to serve as a guideline in in designing industrial and automation systems using different real-time Linux extensions. © Research India Publications.","Embedded linux; EtherCAT; Real-time; RT_PREEMPT; Xenomai",,Article,"Final","",Scopus,2-s2.0-85040243607
"Yoon S.M., Yoo H.L.","55636755500;57200217101;","The design of tobacco tax collecting system for smoking cessation",2017,"International Journal of Applied Engineering Research","12","21",,"11627","11634",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040237783&partnerID=40&md5=e7fb0fc36f35066c97125e082191b181","Department of Business Administration, Seoul National University of Science and Technology, 232 Kongneung-ro, Nowon-gu, Seoul, 01811, South Korea; Department of Tax Administration, Kangnam University, 40 Gangnam-ro, Giheung-gu, Yongin-si, Gyeonggi-do  16979, South Korea","Yoon, S.M., Department of Business Administration, Seoul National University of Science and Technology, 232 Kongneung-ro, Nowon-gu, Seoul, 01811, South Korea; Yoo, H.L., Department of Tax Administration, Kangnam University, 40 Gangnam-ro, Giheung-gu, Yongin-si, Gyeonggi-do  16979, South Korea","Many countries have been implementing a pricing policy that significantly increases tobacco tax to lower the smoking rate. However, there is criticism that the corrective function of the tobacco tax does not work properly, and that only opportunistic behavior of tobacco manufacturers or distributors occurred. Therefore, the purpose of this study is to design a tobacco tax collecting system to enhance the corrective function of tobacco tax and to propose its effect. The study aims to design a tobacco tax collecting system and proposes a design of the process flow among the servers of the governmental tax authority, the servers of the credit card company and the terminal of the retailer, and the design of a credit card for tobacco purchase. In addition, the system design drawing is presented as a research methodology and the procedure of the work process of this system is presented. The tobacco tax collecting system can be expected to have the effect of correcting taxes and preventing the purchase of tobacco by adolescents. This study provides the policy implication of designing the tobacco tax collecting system and suggesting the effect of this system. Such a system can be said to be effective in countries around the world, to control tobacco consumption and to regulate and correct addictive drugs such as narcotics. © Research India Publications.","Corrective tax; Pigovian tax; Smoking cessation; Tax collecting system; Tobacco tax",,Article,"Final","",Scopus,2-s2.0-85040237783
"Lee S., Chung S.","57200213337;57190838221;","Correlation study on safety culture awareness and accident investigation recognized by railroad staff",2017,"International Journal of Applied Engineering Research","12","21",,"10617","10624",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040223885&partnerID=40&md5=d9682ca2f9dbf4600255cee093af5d75","Department of Railway Safety Engineering, Seoul National University of Science and Technology, 232 Gongneung-ro,Nowon-gu, Seoul, 01811, South Korea; Department of Railway Management and Policy, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 01811, South Korea","Lee, S., Department of Railway Safety Engineering, Seoul National University of Science and Technology, 232 Gongneung-ro,Nowon-gu, Seoul, 01811, South Korea; Chung, S., Department of Railway Management and Policy, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 01811, South Korea","This dissertation is based on the results of study on awareness of railroad staff when the companies managing urban railroad conduct internal investigation, for which was employed the items of technological-level system required by Railroad Safety Management System. That is, an analysis was carried out to find what moderating effect the safety culture awareness of railroad staff has on their existing internal training, utilization of investigators’ investigation method and their will to reflect their opinions. While previous studies on Railroad Safety Culture Awareness have been only for a rather superficial appreciation of railroad staff’s safety culture awareness, this dissertation aims at creating desirable ways for the investigation of railroad accidents through analyzing their cognition of work process activities of those employees in charge of accident investigation. The railroad accident investigation inside railway companies is being conducted so that accidents may be analyzed for any problems to be found or deducted in the resolution-oriented way. The regressive analysis using the SPSS 18 Program was applied for the estimation of the correlation among the variables which were to be studied. The study analysis revealed that railroad staff thought their opinions were actively reflected to the procedures of railroad-accident investigation when those investigators executed internal checkup and training with positive attitudes in their organizations. Plus, railroad staff’s cognition result was deducted that still more positive opinions of theirs would be reflected to those investigations in the condition where safety culture awareness and will for safety policy of railroad staff, managers and investigators were to be fostered in terms of Railroad Safety Precaution. Lastly, it was also revealed that the positive recognition of internal inspection will have a positive (+) effect on the rational procedures and utilizations resulting from investigation of accidents along with the fact that the higher management’s awareness of safety culture is, the more positive (+) influence on them there is. © Research India Publications.","Education & training; Internal inspection; Railroad accident investigation; Railroad safety management system; Safety culture awareness",,Article,"Final","",Scopus,2-s2.0-85040223885
"Lee M.-H., Kim C.-O.","57200176760;57200183323;","Fault diagnosis device for fire prevention of the resistance heating type three-phase electric heater",2017,"Transactions of the Korean Institute of Electrical Engineers","66","11",,"1669","1674",,,"10.5370/KIEE.2017.66.11.1669","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040077475&doi=10.5370%2fKIEE.2017.66.11.1669&partnerID=40&md5=5e616cf12684f188a5b2d3579ab62d83","Dept. of Safety Engineering, Seoul National University of Science and Technology, South Korea","Lee, M.-H., Dept. of Safety Engineering, Seoul National University of Science and Technology, South Korea; Kim, C.-O., Dept. of Safety Engineering, Seoul National University of Science and Technology, South Korea","In this study, We have discussed the development of a diagnostic device to detect and prevent electrical fire due to the arc caused by contact failure and partial disconnection at the connection part of the three-phase electric heater wiring used in the industrial field. The arc caused by contact failure and partial disconnection at the connection part of the electric heater shows a change in the current effective value. Therefore, it is possible to determine whether there exists a defect by analyzing the current unbalance factor and the number of current fluctuations with the diagnostic apparatus. The three-phase unbalanced heater is considered to be capable of determining defects through periodic measurement and trend analysis of the current unbalance factor. It is also expected that this device can be used not only for electric heaters but also for detection of defects in wiring and connections of electrical equipment having a characteristic of constant load current. © 2017 The Korean Institute of Electrical Engineers.","Electric fire; Electric heater","Defects; Electric heat treatment; Electric heating; Electric wiring; Fault detection; Fire resistance; Fireproofing; Heating equipment; Current fluctuations; Current unbalance; Detection of defects; Electric fires; Electric heater; Electrical equipment; Industrial fields; Resistance-heating; Electric fault currents",Article,"Final","",Scopus,2-s2.0-85040077475
"Park J.H.","55665406600;","Efficient approaches to computer vision and pattern recognition",2017,"Journal of Information Processing Systems","13","6",,"1431","1435",,1,"10.3745/JIPS.00.0008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039950581&doi=10.3745%2fJIPS.00.0008&partnerID=40&md5=626b513c77e86a569bbbaa60938b7c72","Dept. of Computer Science and Engineering, Seoul National University of Science and Technology (SeoulTech), Seoul, South Korea","Park, J.H., Dept. of Computer Science and Engineering, Seoul National University of Science and Technology (SeoulTech), Seoul, South Korea",[No abstract available],,,Editorial,"Final","",Scopus,2-s2.0-85039950581
"Jang Y.-Y., Huh N.-S., Lee J.-B., Kim K.-S., Cho W.-Y.","57191262657;16026281100;56717081700;54962847600;23090201500;","Prediction of CTOD based on GE/EPRI for pipes with a semi-elliptical surface crack under global bending",2017,"Proceedings of the International Offshore and Polar Engineering Conference",,,,"256","260",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038941045&partnerID=40&md5=15c43630b987bdf396b29f73b0c21fa7","Dept. Mechanical System Design Engineering, Seoul Nat'l Univ. of Science and Technology, Seoul, South Korea; Energy Infrastructure Research Group, Steel Solution Center, POSCO, Incheon, South Korea","Jang, Y.-Y., Dept. Mechanical System Design Engineering, Seoul Nat'l Univ. of Science and Technology, Seoul, South Korea; Huh, N.-S., Dept. Mechanical System Design Engineering, Seoul Nat'l Univ. of Science and Technology, Seoul, South Korea; Lee, J.-B., Energy Infrastructure Research Group, Steel Solution Center, POSCO, Incheon, South Korea; Kim, K.-S., Energy Infrastructure Research Group, Steel Solution Center, POSCO, Incheon, South Korea; Cho, W.-Y., Energy Infrastructure Research Group, Steel Solution Center, POSCO, Incheon, South Korea","For many structural components in oil and gas transmission pipelines, fracture assessment is one of essential elements for structural integrity since a common failure arises from internal cracks mostly formed during installation or operation in severe environment. In the fracture assessment for pipeline, the fracture mechanics parameters. i.e., Jintegral and crack-tip opening displacement (CTOD), have been used, in which these parameters can characterize crack initiation and instability well. In particular, CTOD is widely used for fracture assessment in strain-based design (SBD) concept as well as the transportation pipelines or submarine riser industries subject to large deformation. Many researches have been made to estimate fracture parameters, and several engineering approaches such as General Electric/Electric Power Research Institute (GE/EPRI) and reference stress (RS) method have been suggested. Among them, a GE/EPRI method is one of general estimation approaches based on finite element (FE) analysis, where material behavior is assumed to be characterized by the Ramberg-Osgood (R-O) relation. In GE/EPRI approach, plastic influence functions used to calculate fully plastic term of fracture parameter are calibrated through the detailed FE analyses according to geometries and material properties, respectively. In this context, FE analyses should be systematically performed to estimate CTOD for various cracked pipes based on GE/EPRI method. In the present paper, 3-dimensional (3-D) elastic-plastic FE analyses were carried out to calibrate and propose the fully plastic solutions of CTOD based on GE/EPRI concept for pipes with a semi-elliptical surface crack. The geometric and material variables of a cracked pipe such as pipe thickness, crack length and strain hardening exponent were systematically varied to cover practical ranges of these values. In terms of loading condition, pure bending moment which is most important loading mode in pipeline was considered. Copyright © 2017 by the International Society of Offshore and Polar Engineers (ISOPE).","Bending moment; Crack-tip opening displacement; Elastic plastic facture mechanics; GE/EPRI; Pipeline; Plastic influence function; Semi-elliptical surface crack","Bending moments; Crack propagation; Cracks; Elastoplasticity; Finite element method; Fracture; Fracture mechanics; Method of moments; Natural gas transportation; Pipelines; Strain hardening; Subsidence; Surface defects; Crack tip opening displacement; Elastic-Plastic; Elastic-plastic FE analysis; Fracture mechanics parameters; Influence functions; Semi-elliptical surface cracks; Strain-hardening exponent; Transportation pipelines; Crack tips",Conference Paper,"Final","",Scopus,2-s2.0-85038941045
"You D.-J., Yin Z., Ahn Y.-K., Lee S.-H., Yoo J., Kim Y.S.","56675445900;56304777700;56643866400;56900122100;56046607500;8938854200;","Redox-active ionic liquid electrolyte with multi energy storage mechanism for high energy density supercapacitor",2017,"RSC Advances","7","88",,"55702","55708",,10,"10.1039/c7ra10772b","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038423280&doi=10.1039%2fc7ra10772b&partnerID=40&md5=2214df1787e741584dea5e37839d7c8c","Program in Nano Science and Technology, Graduate School of Convergence Science and Technology, Seoul National University, Seoul, 151-744, South Korea; Graduate School of Energy and Environment, Seoul National University of Science and Technology, Seoul, 01811, South Korea; Advanced Institutes of Convergence Technology, 864-1 Iui-dong, Yeongtong-gu Suwon-si Gyeonggi-do, 443-270, South Korea","You, D.-J., Program in Nano Science and Technology, Graduate School of Convergence Science and Technology, Seoul National University, Seoul, 151-744, South Korea; Yin, Z., Program in Nano Science and Technology, Graduate School of Convergence Science and Technology, Seoul National University, Seoul, 151-744, South Korea; Ahn, Y.-K., Graduate School of Energy and Environment, Seoul National University of Science and Technology, Seoul, 01811, South Korea; Lee, S.-H., Program in Nano Science and Technology, Graduate School of Convergence Science and Technology, Seoul National University, Seoul, 151-744, South Korea; Yoo, J., Program in Nano Science and Technology, Graduate School of Convergence Science and Technology, Seoul National University, Seoul, 151-744, South Korea; Kim, Y.S., Program in Nano Science and Technology, Graduate School of Convergence Science and Technology, Seoul National University, Seoul, 151-744, South Korea, Advanced Institutes of Convergence Technology, 864-1 Iui-dong, Yeongtong-gu Suwon-si Gyeonggi-do, 443-270, South Korea","A bimodal redox-active ionic liquid electrolyte for supercapacitors with high energy density was demonstrated. The suggested bimodal electrolyte, which consists of 1-ethyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide (EMITFSI) and 1-ethyl-3-methylimidazolium halide (EMI-X, X = Br, I) as a redox active couple, shows the three types of energy storage mechanism: a classical EDL capacitance; a pseudo-capacitance from the redox reaction of halide species, such as bromide and iodide; and an EDL capacitance strongly enhanced by ion size effects. When EMITFSI is mixed with small ions, the thickness of the ionic layer becomes thinner and even more ions are packed into the electrode due to the decrement of excluded-volume effects and the increment of electrostatic interactions. The supercapacitor containing a mixture of EMITFSI and EMI-I showed a considerably high performance with 175.6 W h kg-1 and 4994.5 W kg-1 at 1 A g-1 and excellent cycling stability up to 5000 cycles. © 2017 The Royal Society of Chemistry.",,"Capacitance; Electrolytes; Energy storage; Ionic liquids; Ions; Redox reactions; Supercapacitor; Cycling stability; Excluded volume effects; High energy densities; Ion size effects; Ionic layers; Ionic liquid electrolytes; Pseudo capacitances; Storage mechanism; Electrolytic capacitors",Article,"Final","",Scopus,2-s2.0-85038423280
"Chae J.B., Jang H.J., Kim C.","57199737422;57190666014;7409879911;","Sequential detection of Fe3+/2+ and pyrophosphate by a colorimetric chemosensor in a near-perfect aqueous solution",2017,"Photochemical and Photobiological Sciences","16","12",,"1812","1820",,11,"10.1039/c7pp00354d","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038410151&doi=10.1039%2fc7pp00354d&partnerID=40&md5=47283157049cfdb60a0714dfc3ee205e","Department of Fine Chemistry, Seoul National University of Science and Technology, Seoul, 139-743, South Korea","Chae, J.B., Department of Fine Chemistry, Seoul National University of Science and Technology, Seoul, 139-743, South Korea; Jang, H.J., Department of Fine Chemistry, Seoul National University of Science and Technology, Seoul, 139-743, South Korea; Kim, C., Department of Fine Chemistry, Seoul National University of Science and Technology, Seoul, 139-743, South Korea","A novel colorimetric chemosensor 1 was designed and synthesized for Fe3+/2+ and pyrophosphate. Sensor 1 showed a selective color change toward both Fe3+ and Fe2+ from yellow to brown in a near-perfect aqueous solution. The detection limits (0.36 μM and 0.37 μM) for Fe3+ and Fe2+ were much lower than the guideline (5.37 μM) set by the Environmental Protection Agency (EPA) for iron in drinking water. Sensor 1 could be used to quantify Fe3+ in real water samples. Moreover, the resulting Fe3+-2·1 complex can detect pyrophosphate selectively over various anions especially including phosphate-based anions through a metal-complex displacement method. Based on UV-vis titrations, Job plot and ESI-mass spectrometry analyses, the sensing mechanisms of Fe3+, Fe2+ and PPi were proposed. © 2017 The Royal Society of Chemistry and Owner Societies.",,,Article,"Final","",Scopus,2-s2.0-85038410151
